,Vehicle_Application_Status,Application ID,Application Status,Property Type,Property Sub Type,OnSite Sanitation Type,Door Number,Street Name,City,Pincode,Locality,District,State,Slum Name,Application Source,Desludging Entity,Longitude,Latitude,Geo Location Provided,Desludging Vehicle Number,Vehicle Type,Vehicle Capacity,Waste Collected,Waste Dumped,Vehicle In DateTime,Vehicle  Out DateTime,Fstp Plant Name,Payment Amount,Payment Status,Payment Source,Payment Instrument Type,Application Submitted Time,Pending payment Submitted Time,Assigned DSO Submitted Time,DSO Rejected Submitted Time,DSO Inprogress Submitted Time,Pending DSO Approval Submitted Time,Rejected Date Time,Cancelled Date Time,Citizen feedback Submitted Date Time,Application Completed Time,Rating,Scheduled Time,Waiting for disposalTime,Disposed Time,SLA Planned (In Days),SLA achieved
337,Disposed,FSM-BLS-2022-03-23-000649,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 21:19:00,23/03/2022 21:36:00,,650,New,Counter,CASH,23/03/2022 21:31:41,23/03/2022 21:31:38,23/03/2022 21:31:59,N/A,23/03/2022 21:33:58,23/03/2022 21:33:54,N/A,N/A,23/03/2022 21:35:59,,,,,,2,N/A
338,Disposed,FSM-BLS-2022-03-23-000645,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 21:30:00,23/03/2022 21:36:00,,1200,New,Counter,CASH,23/03/2022 21:26:28,23/03/2022 21:26:30,23/03/2022 21:26:48,N/A,23/03/2022 21:35:35,23/03/2022 21:34:53,N/A,N/A,23/03/2022 21:35:39,,,,,,2,N/A
339,Disposed,FSM-BLS-2022-03-23-000644,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 21:30:00,23/03/2022 21:37:00,,650,New,Counter,CASH,23/03/2022 21:24:46,23/03/2022 21:24:47,23/03/2022 21:25:03,N/A,23/03/2022 21:36:55,23/03/2022 21:36:51,N/A,N/A,23/03/2022 21:37:12,,,,,,2,N/A
340,Disposed,FSM-BLS-2022-03-23-000665,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 20:39:00,23/03/2022 20:49:00,,1200,New,Counter,CASH,24/03/2022 01:11:13,24/03/2022 01:11:09,24/03/2022 01:11:40,N/A,24/03/2022 02:05:45,24/03/2022 02:05:41,N/A,N/A,24/03/2022 02:05:49,,,,,,2,N/A
341,Disposed,FSM-BLS-2022-03-23-000667,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 18:49:00,24/03/2022 02:05:00,,1200,New,Counter,CASH,24/03/2022 01:15:51,24/03/2022 01:15:51,24/03/2022 01:16:17,N/A,24/03/2022 02:04:49,24/03/2022 02:04:31,N/A,N/A,24/03/2022 02:05:05,,,,,,2,N/A
342,Disposed,FSM-BLS-2022-03-23-000670,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 19:55:00,24/03/2022 02:03:00,,1200,New,Counter,CASH,24/03/2022 01:45:19,24/03/2022 01:45:19,24/03/2022 01:45:38,N/A,24/03/2022 02:02:13,24/03/2022 02:02:07,N/A,N/A,24/03/2022 02:02:51,,,,,,2,N/A
343,Disposed,FSM-BLS-2022-03-23-000671,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,23/03/2022 20:02:00,23/03/2022 20:10:00,,1200,New,Counter,CASH,24/03/2022 01:46:43,24/03/2022 01:46:43,24/03/2022 01:46:55,N/A,24/03/2022 02:01:42,24/03/2022 02:01:37,N/A,N/A,24/03/2022 02:01:52,,,,,,2,N/A
344,Disposed,FSM-BLS-2022-03-23-000666,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 19:35:00,24/03/2022 02:06:00,,650,New,Counter,CASH,24/03/2022 01:13:34,24/03/2022 01:13:34,24/03/2022 01:14:29,N/A,24/03/2022 02:05:28,24/03/2022 02:05:24,N/A,N/A,24/03/2022 02:05:31,,,,,,2,N/A
345,Disposed,FSM-BLS-2022-03-23-000668,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 18:31:00,23/03/2022 18:50:00,,1200,New,Counter,CASH,24/03/2022 01:42:42,24/03/2022 01:42:42,24/03/2022 01:43:04,N/A,24/03/2022 02:04:11,24/03/2022 02:04:06,N/A,N/A,24/03/2022 02:04:17,,,,,,2,N/A
346,Disposed,FSM-BLS-2022-03-23-000664,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 19:36:00,23/03/2022 19:50:00,,650,New,Counter,CASH,24/03/2022 01:08:55,24/03/2022 01:08:55,24/03/2022 01:09:52,N/A,24/03/2022 02:06:35,24/03/2022 02:06:30,N/A,N/A,24/03/2022 02:07:25,,,,,,2,N/A
347,Disposed,FSM-BLS-2022-03-23-000663,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 20:07:00,23/03/2022 20:19:00,,650,New,Counter,CASH,24/03/2022 01:06:08,24/03/2022 01:06:08,24/03/2022 01:06:28,N/A,24/03/2022 02:07:42,24/03/2022 02:07:33,N/A,N/A,24/03/2022 02:07:58,,,,,,2,N/A
348,Disposed,FSM-BLS-2022-03-23-000662,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 19:47:00,23/03/2022 19:58:00,,650,New,Counter,CASH,24/03/2022 01:03:10,24/03/2022 01:03:10,24/03/2022 01:03:51,N/A,24/03/2022 02:08:26,24/03/2022 02:08:21,N/A,N/A,24/03/2022 02:08:31,,,,,,2,N/A
349,Disposed,FSM-BLS-2022-03-23-000661,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 19:55:00,23/03/2022 20:09:00,,1200,New,Counter,CASH,24/03/2022 01:01:11,24/03/2022 01:01:11,24/03/2022 01:02:09,N/A,24/03/2022 02:08:43,24/03/2022 02:08:39,N/A,N/A,24/03/2022 02:08:47,,,,,,2,N/A
350,Disposed,FSM-BLS-2022-03-23-000660,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Counter,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 19:50:00,23/03/2022 20:00:00,,1200,New,Counter,CASH,24/03/2022 00:59:25,24/03/2022 00:59:25,24/03/2022 00:59:41,N/A,24/03/2022 02:09:04,24/03/2022 02:08:57,N/A,N/A,24/03/2022 02:09:19,,,,,,2,N/A
351,Disposed,FSM-BLS-2022-03-24-000708,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sovarampur(P),Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 16:43:00,24/03/2022 16:52:00,,1200,New,Counter,CASH,24/03/2022 16:34:39,24/03/2022 16:34:39,24/03/2022 16:34:59,N/A,24/03/2022 16:51:39,24/03/2022 16:51:35,N/A,N/A,24/03/2022 16:51:42,,,,,,2,N/A
352,Disposed,FSM-BLS-2022-03-23-000659,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 20:52:00,23/03/2022 21:03:00,,650,New,Counter,CASH,24/03/2022 00:57:24,24/03/2022 00:57:25,24/03/2022 00:57:47,N/A,24/03/2022 02:10:10,24/03/2022 02:10:06,N/A,N/A,24/03/2022 02:10:14,,,,,,2,N/A
353,Disposed,FSM-BLS-2022-03-23-000657,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 21:25:00,23/03/2022 21:32:00,,650,New,Counter,CASH,24/03/2022 00:53:22,24/03/2022 00:53:22,24/03/2022 00:53:38,N/A,24/03/2022 02:10:44,24/03/2022 02:10:39,N/A,N/A,24/03/2022 02:10:58,,,,,,2,N/A
354,Disposed,FSM-BLS-2022-03-24-000707,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,24/03/2022 16:33:00,24/03/2022 16:52:00,,1200,New,Counter,CASH,24/03/2022 16:31:56,24/03/2022 16:31:56,24/03/2022 16:32:13,N/A,24/03/2022 16:51:55,24/03/2022 16:51:51,N/A,N/A,24/03/2022 16:52:01,,,,,,2,N/A
355,Disposed,FSM-BLS-2022-03-23-000658,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 19:32:00,23/03/2022 19:55:00,,1200,New,Counter,CASH,24/03/2022 00:54:44,24/03/2022 00:54:44,24/03/2022 00:55:04,N/A,24/03/2022 02:10:25,24/03/2022 02:10:21,N/A,N/A,24/03/2022 02:10:29,,,,,,2,N/A
356,Disposed,FSM-BLS-2022-03-23-000656,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,23/03/2022 21:56:00,23/03/2022 22:16:00,,650,New,Counter,CASH,24/03/2022 00:49:08,24/03/2022 00:49:08,24/03/2022 00:49:57,N/A,24/03/2022 02:11:36,24/03/2022 02:11:28,N/A,N/A,24/03/2022 02:11:39,,,,,,2,N/A
357,Disposed,FSM-BLS-2022-03-23-000655,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Suelpur,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 22:30:00,23/03/2022 22:43:00,,1200,New,Counter,CASH,24/03/2022 00:47:12,24/03/2022 00:47:12,24/03/2022 00:47:41,N/A,24/03/2022 02:12:22,24/03/2022 02:12:18,N/A,N/A,24/03/2022 02:12:25,,,,,,2,N/A
358,Disposed,FSM-BLS-2022-03-24-000705,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 16:40:00,24/03/2022 16:52:00,,1200,New,Counter,CASH,24/03/2022 16:24:53,24/03/2022 16:24:53,24/03/2022 16:25:34,N/A,24/03/2022 16:52:19,24/03/2022 16:52:10,N/A,N/A,24/03/2022 16:52:26,,,,,,2,N/A
359,Disposed,FSM-BLS-2022-03-23-000654,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Suelpur,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,23/03/2022 20:24:00,23/03/2022 20:35:00,,1200,New,Counter,CASH,24/03/2022 00:41:07,24/03/2022 00:41:07,24/03/2022 00:41:22,N/A,24/03/2022 02:12:44,24/03/2022 02:12:35,N/A,N/A,24/03/2022 02:13:26,,,,,,2,N/A
360,Disposed,FSM-BLS-2022-03-24-000709,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Padhunpada(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 16:35:00,24/03/2022 16:52:00,,650,New,Counter,CASH,24/03/2022 16:35:58,24/03/2022 16:35:58,24/03/2022 16:36:23,N/A,24/03/2022 16:51:12,24/03/2022 16:51:07,N/A,N/A,24/03/2022 16:51:26,,,,,,2,N/A
361,Disposed,FSM-BLS-2022-03-24-000674,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 15:00:00,24/03/2022 15:26:00,,650,New,Counter,CASH,24/03/2022 15:25:32,24/03/2022 15:25:32,24/03/2022 15:26:16,N/A,24/03/2022 15:26:50,24/03/2022 15:26:44,N/A,N/A,24/03/2022 15:26:54,,,,,,2,N/A
362,Disposed,FSM-BLS-2022-03-24-000694,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 16:27:00,24/03/2022 16:57:00,,1200,New,Counter,CASH,24/03/2022 15:58:05,24/03/2022 15:58:05,24/03/2022 15:58:19,N/A,24/03/2022 16:56:55,24/03/2022 16:56:51,N/A,N/A,24/03/2022 16:57:06,,,,,,2,N/A
363,Disposed,FSM-BLS-2022-03-24-000701,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Padhunpada(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 16:43:00,24/03/2022 16:54:00,,650,New,Counter,CASH,24/03/2022 16:10:27,24/03/2022 16:10:28,24/03/2022 16:10:48,N/A,24/03/2022 16:54:05,24/03/2022 16:54:02,N/A,N/A,24/03/2022 16:54:12,,,,,,2,N/A
364,Disposed,FSM-BLS-2022-03-24-000703,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,24/03/2022 16:41:00,24/03/2022 16:54:00,,1200,New,Counter,CASH,24/03/2022 16:13:43,24/03/2022 16:13:43,24/03/2022 16:13:56,N/A,24/03/2022 16:53:26,24/03/2022 16:53:21,N/A,N/A,24/03/2022 16:53:29,,,,,,2,N/A
365,Disposed,FSM-BLS-2022-03-24-000704,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 16:38:00,24/03/2022 16:53:00,,650,New,Counter,CASH,24/03/2022 16:22:19,24/03/2022 16:22:19,24/03/2022 16:22:42,N/A,24/03/2022 16:52:45,24/03/2022 16:52:33,N/A,N/A,24/03/2022 16:53:09,,,,,,2,N/A
366,Disposed,FSM-BLS-2022-03-24-000698,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,24/03/2022 16:40:00,24/03/2022 16:55:00,,1200,New,Counter,CASH,24/03/2022 16:04:22,24/03/2022 16:04:22,24/03/2022 16:04:37,N/A,24/03/2022 16:55:16,24/03/2022 16:55:13,N/A,N/A,24/03/2022 16:55:31,,,,,,2,N/A
367,Disposed,FSM-BLS-2022-03-24-000702,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Padhunpada(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 16:40:00,24/03/2022 16:53:00,,650,New,Counter,CASH,24/03/2022 16:11:52,24/03/2022 16:11:57,24/03/2022 16:12:08,N/A,24/03/2022 16:53:44,24/03/2022 16:53:39,N/A,N/A,24/03/2022 16:53:52,,,,,,2,N/A
368,Disposed,FSM-BLS-2022-03-24-000697,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Padhunpada(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 16:50:00,24/03/2022 16:56:00,,650,New,Counter,CASH,24/03/2022 16:03:19,24/03/2022 16:03:19,24/03/2022 16:03:33,N/A,24/03/2022 16:55:43,24/03/2022 16:55:39,N/A,N/A,24/03/2022 16:55:46,,,,,,2,N/A
369,Disposed,FSM-BLS-2022-03-24-000700,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 16:42:00,24/03/2022 16:54:00,,1200,New,Counter,CASH,24/03/2022 16:07:06,24/03/2022 16:07:06,24/03/2022 16:07:23,N/A,24/03/2022 16:54:25,24/03/2022 16:54:21,N/A,N/A,24/03/2022 16:54:28,,,,,,2,N/A
370,Disposed,FSM-BLS-2022-03-24-000699,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,24/03/2022 16:45:00,24/03/2022 16:55:00,,1200,New,Counter,CASH,24/03/2022 16:05:43,24/03/2022 16:05:43,24/03/2022 16:05:56,N/A,24/03/2022 16:54:55,24/03/2022 16:54:51,N/A,N/A,24/03/2022 16:54:59,,,,,,2,N/A
371,Disposed,FSM-BLS-2022-03-24-000696,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,24/03/2022 16:45:00,24/03/2022 16:56:00,,1200,New,Counter,CASH,24/03/2022 16:01:24,24/03/2022 16:01:24,24/03/2022 16:01:51,N/A,24/03/2022 16:56:02,24/03/2022 16:55:58,N/A,N/A,24/03/2022 16:56:11,,,,,,2,N/A
372,Disposed,FSM-BLS-2022-03-24-000692,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 16:40:00,24/03/2022 16:55:00,,650,New,Counter,CASH,24/03/2022 15:53:48,24/03/2022 15:53:48,24/03/2022 15:54:05,N/A,24/03/2022 16:58:15,24/03/2022 16:58:11,N/A,N/A,24/03/2022 16:58:18,,,,,,2,N/A
373,Disposed,FSM-BLS-2022-03-24-000695,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 16:45:00,24/03/2022 16:56:00,,1200,New,Counter,CASH,24/03/2022 15:59:11,24/03/2022 15:59:11,24/03/2022 15:59:37,N/A,24/03/2022 16:56:22,24/03/2022 16:56:18,N/A,N/A,24/03/2022 16:56:36,,,,,,2,N/A
374,Disposed,FSM-BLS-2022-03-24-000693,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 15:58:00,24/03/2022 16:15:00,,1200,New,Counter,CASH,24/03/2022 15:56:55,24/03/2022 15:56:55,24/03/2022 15:57:09,N/A,24/03/2022 16:57:19,24/03/2022 16:57:15,N/A,N/A,24/03/2022 16:57:38,,,,,,2,N/A
375,Disposed,FSM-BLS-2022-03-24-000691,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 17:38:00,24/03/2022 17:50:00,,650,New,Counter,CASH,24/03/2022 15:52:20,24/03/2022 15:52:20,24/03/2022 15:52:34,N/A,24/03/2022 17:01:46,24/03/2022 17:01:40,N/A,N/A,24/03/2022 17:01:50,,,,,,2,N/A
376,Disposed,FSM-BLS-2022-03-24-000690,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 17:37:00,24/03/2022 17:50:00,,650,New,Counter,CASH,24/03/2022 15:51:32,24/03/2022 15:51:32,24/03/2022 15:51:51,N/A,24/03/2022 18:05:59,24/03/2022 18:05:55,N/A,N/A,24/03/2022 18:06:23,,,,,,2,N/A
377,Disposed,FSM-BLS-2022-03-24-000689,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 17:55:00,24/03/2022 18:07:00,,650,New,Counter,CASH,24/03/2022 15:50:44,24/03/2022 15:50:45,24/03/2022 15:50:58,N/A,24/03/2022 18:07:05,24/03/2022 18:07:01,N/A,N/A,24/03/2022 18:07:08,,,,,,2,N/A
378,Disposed,FSM-BLS-2022-03-25-000715,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,25/03/2022 17:36:00,25/03/2022 17:45:00,,650,New,Counter,CASH,25/03/2022 15:40:11,25/03/2022 15:40:11,25/03/2022 15:40:34,N/A,25/03/2022 17:56:53,25/03/2022 17:56:46,N/A,N/A,25/03/2022 17:57:31,,,,,,2,N/A
379,Disposed,FSM-BLS-2022-03-24-000688,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 17:50:00,24/03/2022 18:05:00,,650,New,Counter,CASH,24/03/2022 15:49:59,24/03/2022 15:49:59,24/03/2022 15:50:07,N/A,24/03/2022 18:07:23,24/03/2022 18:07:18,N/A,N/A,24/03/2022 18:07:47,,,,,,2,N/A
380,Disposed,FSM-BLS-2022-03-24-000681,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 19:03:00,24/03/2022 19:14:00,,650,New,Counter,CASH,24/03/2022 15:36:04,24/03/2022 15:36:04,24/03/2022 15:36:28,N/A,24/03/2022 19:12:51,24/03/2022 19:12:46,N/A,N/A,24/03/2022 19:14:11,,,,,,2,N/A
381,Disposed,FSM-BLS-2022-03-24-000686,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 18:00:00,24/03/2022 18:08:00,,650,New,Counter,CASH,24/03/2022 15:44:26,24/03/2022 15:44:26,24/03/2022 15:44:39,N/A,24/03/2022 18:08:23,24/03/2022 18:08:08,N/A,N/A,24/03/2022 18:08:26,,,,,,2,N/A
382,Disposed,FSM-BLS-2022-03-24-000678,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,24/03/2022 19:00:00,24/03/2022 19:14:00,,1200,New,Counter,CASH,24/03/2022 15:32:41,24/03/2022 15:32:41,24/03/2022 15:32:54,N/A,24/03/2022 19:14:37,24/03/2022 19:14:31,N/A,N/A,24/03/2022 19:14:40,,,,,,2,N/A
383,Disposed,FSM-BAM-2022-03-24-000710,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,Bijipur,Berhampur,,Berhampur,Berhampur,Punjab,,Telephone,Himalaya Cleaning & Care,,,No,0D-07-B-9702,,5000,5000,5000,24/03/2022 12:30:00,24/03/2022 13:00:00,,1600,New,Counter,CASH,24/03/2022 21:54:39,24/03/2022 21:54:39,24/03/2022 21:55:01,N/A,24/03/2022 21:56:11,24/03/2022 21:55:55,N/A,N/A,24/03/2022 21:56:22,,,,,,2,N/A
384,Disposed,FSM-BLS-2022-03-24-000687,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,24/03/2022 18:05:00,24/03/2022 18:19:00,,650,New,Counter,CASH,24/03/2022 15:46:28,24/03/2022 15:46:30,24/03/2022 15:46:47,N/A,24/03/2022 18:07:58,24/03/2022 18:07:54,N/A,N/A,24/03/2022 18:08:53,,,,,,2,N/A
385,Disposed,FSM-BLS-2022-03-24-000684,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 18:02:00,24/03/2022 18:20:00,,1200,New,Counter,CASH,24/03/2022 15:41:13,24/03/2022 15:41:13,24/03/2022 15:41:29,N/A,24/03/2022 18:09:20,24/03/2022 18:09:16,N/A,N/A,24/03/2022 18:09:23,,,,,,2,N/A
386,Disposed,FSM-BLS-2022-03-24-000679,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,24/03/2022 19:08:00,24/03/2022 19:15:00,,1200,New,Counter,CASH,24/03/2022 15:33:59,24/03/2022 15:33:59,24/03/2022 15:34:13,N/A,24/03/2022 19:13:56,24/03/2022 19:13:52,N/A,N/A,24/03/2022 19:14:00,,,,,,2,N/A
