,Vehicle_Application_Status,Application ID,Application Status,Property Type,Property Sub Type,OnSite Sanitation Type,Door Number,Street Name,City,Pincode,Locality,District,State,Slum Name,Application Source,Desludging Entity,Longitude,Latitude,Geo Location Provided,Desludging Vehicle Number,Vehicle Type,Vehicle Capacity,Waste Collected,Waste Dumped,Vehicle In DateTime,Vehicle  Out DateTime,Fstp Plant Name,Payment Amount,Payment Status,Payment Source,Payment Instrument Type,Application Submitted Time,Pending payment Submitted Time,Assigned DSO Submitted Time,DSO Rejected Submitted Time,DSO Inprogress Submitted Time,Pending DSO Approval Submitted Time,Rejected Date Time,Cancelled Date Time,Citizen feedback Submitted Date Time,Application Completed Time,Rating,Scheduled Time,Waiting for disposalTime,Disposed Time,SLA Planned (In Days),SLA achieved
100,Disposed,FSM-BLS-2022-02-04-000330,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,04/02/2022 18:35:00,04/02/2022 18:48:00,,1200,New,Counter,CASH,04/02/2022 21:54:06,04/02/2022 21:54:06,04/02/2022 21:54:34,N/A,04/02/2022 21:55:15,04/02/2022 21:55:10,N/A,N/A,04/02/2022 21:55:18,,,,,,2,N/A
101,Disposed,FSM-BLS-2022-02-05-000333,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Suelpur,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,05/02/2022 16:12:00,05/02/2022 16:27:00,,650,New,Counter,CASH,05/02/2022 18:42:35,05/02/2022 18:42:35,05/02/2022 18:43:02,N/A,05/02/2022 18:43:29,05/02/2022 18:43:21,N/A,N/A,05/02/2022 18:43:36,,,,,,2,N/A
102,Disposed,FSM-BLS-2022-02-04-000332,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,05/02/2022 22:22:00,05/02/2022 22:35:00,,1200,New,Counter,CASH,04/02/2022 22:12:19,04/02/2022 22:12:19,04/02/2022 22:16:23,N/A,05/02/2022 18:39:56,05/02/2022 18:39:49,N/A,N/A,05/02/2022 18:46:00,,,,,,2,N/A
103,Waiting for disposal,FSM-DKN-2022-02-24-000483,Citizen feedback pending,Residential,Independent house,Septic tank with soak pit,N/A,Derasingh,Dhenkanal,759001,Other,Dhenkanal,Punjab,,Telephone,Dharitri ALF,,,No,OD-06-0000,Bolero Pickup,1000,1000,0,01/01/1970 11:00:00,01/01/1970 11:00:00,,600,New,Counter,CASH,24/02/2022 16:22:31,24/02/2022 16:22:11,24/02/2022 16:22:47,N/A,24/02/2022 22:30:59,24/02/2022 16:23:15,N/A,N/A,24/02/2022 22:31:06,,,,,,2,N/A
104,Disposed,FSM-BLS-2022-02-05-000334,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,05/02/2022 17:01:00,05/02/2022 17:27:00,,1200,New,Counter,CASH,05/02/2022 18:45:12,05/02/2022 18:45:12,05/02/2022 18:45:37,N/A,05/02/2022 18:53:08,05/02/2022 18:53:02,N/A,N/A,05/02/2022 18:53:18,,,,,,2,N/A
105,Disposed,FSM-BLS-2022-02-06-000336,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,06/02/2022 16:14:00,06/02/2022 16:28:00,,650,New,Counter,CASH,07/02/2022 04:08:10,07/02/2022 04:08:10,07/02/2022 04:08:33,N/A,07/02/2022 04:08:58,07/02/2022 04:08:51,N/A,N/A,07/02/2022 04:09:02,,,,,,2,N/A
106,Disposed,FSM-BLS-2022-02-07-000349,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/02/2022 21:28:00,07/02/2022 21:44:00,,1200,New,Counter,CASH,07/02/2022 21:24:59,07/02/2022 21:24:30,07/02/2022 21:25:05,N/A,07/02/2022 21:37:09,07/02/2022 21:37:03,N/A,N/A,07/02/2022 21:37:13,,,,,,2,N/A
107,Disposed,FSM-BLS-2022-02-06-000337,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,06/02/2022 16:27:00,06/02/2022 16:39:00,,1200,New,Counter,CASH,07/02/2022 04:10:27,07/02/2022 04:10:27,07/02/2022 04:10:46,N/A,07/02/2022 04:14:15,07/02/2022 04:14:08,N/A,N/A,07/02/2022 04:14:20,,,,,,2,N/A
108,Disposed,FSM-BLS-2022-02-07-000346,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,07/02/2022 18:25:00,07/02/2022 18:40:00,,1200,New,Counter,CASH,07/02/2022 18:28:21,07/02/2022 18:27:56,07/02/2022 18:28:19,N/A,07/02/2022 18:28:46,07/02/2022 18:28:39,N/A,N/A,07/02/2022 18:28:51,,,,,,2,N/A
109,Disposed,FSM-BLS-2022-02-06-000339,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,06/02/2022 16:57:00,06/02/2022 17:10:00,,650,New,Counter,CASH,07/02/2022 04:47:53,07/02/2022 04:47:53,07/02/2022 04:48:15,N/A,07/02/2022 04:49:13,07/02/2022 04:49:06,N/A,N/A,07/02/2022 04:49:17,,,,,,2,N/A
110,Disposed,FSM-BLS-2022-02-06-000338,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,06/02/2022 17:04:00,06/02/2022 17:20:00,,1200,New,Counter,CASH,07/02/2022 04:46:06,07/02/2022 04:46:06,07/02/2022 04:46:29,N/A,07/02/2022 04:48:52,07/02/2022 04:48:43,N/A,N/A,07/02/2022 04:48:57,,,,,,2,N/A
111,Disposed,FSM-BLS-2022-02-06-000340,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,06/02/2022 17:30:00,06/02/2022 17:38:00,,1200,New,Counter,CASH,07/02/2022 04:50:43,07/02/2022 04:50:43,07/02/2022 04:51:11,N/A,07/02/2022 05:01:17,07/02/2022 05:01:11,N/A,N/A,07/02/2022 05:02:22,,,,,,2,N/A
112,Disposed,FSM-BLS-2022-02-06-000341,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/02/2022 16:56:00,07/02/2022 17:17:00,,650,New,Counter,CASH,07/02/2022 04:52:33,07/02/2022 04:52:33,07/02/2022 04:52:56,N/A,07/02/2022 17:12:18,07/02/2022 17:12:05,N/A,N/A,07/02/2022 17:12:25,,,,,,2,N/A
113,Disposed,FSM-BLS-2022-02-08-000360,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,08/02/2022 18:58:00,08/02/2022 19:09:00,,650,New,Counter,CASH,08/02/2022 23:35:05,08/02/2022 23:35:05,08/02/2022 23:35:35,N/A,08/02/2022 23:51:39,08/02/2022 23:51:00,N/A,N/A,08/02/2022 23:52:04,,,,,,2,N/A
114,Disposed,FSM-BLS-2022-02-07-000342,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/02/2022 16:35:00,07/02/2022 16:47:00,,1200,New,Counter,CASH,07/02/2022 17:21:29,07/02/2022 17:21:05,07/02/2022 17:21:24,N/A,07/02/2022 17:21:57,07/02/2022 17:21:52,N/A,N/A,07/02/2022 17:22:07,,,,,,2,N/A
115,Disposed,FSM-BLS-2022-02-07-000348,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sahadevkhunta(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/02/2022 19:05:00,07/02/2022 19:21:00,,650,New,Counter,CASH,07/02/2022 19:14:23,07/02/2022 19:14:23,07/02/2022 19:14:50,N/A,07/02/2022 19:16:04,07/02/2022 19:15:46,N/A,N/A,07/02/2022 19:16:16,,,,,,2,N/A
116,Disposed,FSM-BLS-2022-02-07-000347,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/02/2022 18:32:00,07/02/2022 18:55:00,,1200,New,Counter,CASH,07/02/2022 19:03:44,07/02/2022 19:03:44,07/02/2022 19:05:01,N/A,07/02/2022 19:15:30,07/02/2022 19:15:16,N/A,N/A,07/02/2022 19:15:34,,,,,,2,N/A
117,Disposed,FSM-BLS-2022-02-07-000344,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/02/2022 17:26:00,07/02/2022 17:39:00,,1200,New,Counter,CASH,07/02/2022 17:52:41,07/02/2022 17:52:42,07/02/2022 17:53:03,N/A,07/02/2022 17:54:02,07/02/2022 17:53:57,N/A,N/A,07/02/2022 17:54:07,,,,,,2,N/A
118,Disposed,FSM-BLS-2022-02-07-000343,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sahadevkhunta(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/02/2022 16:58:00,07/02/2022 17:14:00,,650,New,Counter,CASH,07/02/2022 17:23:42,07/02/2022 17:23:19,07/02/2022 17:23:53,N/A,07/02/2022 17:53:41,07/02/2022 17:53:35,N/A,N/A,07/02/2022 17:53:47,,,,,,2,N/A
119,Disposed,FSM-BLS-2022-02-07-000345,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sahadevkhunta(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/02/2022 17:43:00,07/02/2022 17:55:00,,650,New,Counter,CASH,07/02/2022 18:00:18,07/02/2022 17:59:54,07/02/2022 18:00:19,N/A,07/02/2022 18:01:03,07/02/2022 18:00:54,N/A,N/A,07/02/2022 18:01:09,,,,,,2,N/A
120,Disposed,FSM-BLS-2022-02-07-000351,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sahadevkhunta(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/02/2022 20:32:00,07/02/2022 20:47:00,,650,New,Counter,CASH,07/02/2022 21:36:10,07/02/2022 21:36:10,07/02/2022 21:36:27,N/A,07/02/2022 21:37:55,07/02/2022 21:37:50,N/A,N/A,07/02/2022 21:37:59,,,,,,2,N/A
121,Disposed,FSM-BLS-2022-02-07-000350,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Manikhamb,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,07/02/2022 21:26:00,07/02/2022 21:42:00,,1200,New,Counter,CASH,07/02/2022 21:27:23,07/02/2022 21:26:54,07/02/2022 21:27:26,N/A,07/02/2022 21:37:34,07/02/2022 21:37:23,N/A,N/A,07/02/2022 21:37:37,,,,,,2,N/A
122,Disposed,FSM-BLS-2022-02-08-000362,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,08/02/2022 20:44:00,08/02/2022 21:02:00,,650,New,Counter,CASH,08/02/2022 23:40:57,08/02/2022 23:40:53,08/02/2022 23:41:38,N/A,08/02/2022 23:59:35,08/02/2022 23:59:28,N/A,N/A,09/02/2022 00:07:29,,,,,,2,N/A
123,Disposed,FSM-BLS-2022-02-08-000359,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Green circle Environment Pvt. Ltd,,,No,OD 01N 8771,TATA LPT709/34,3000,3000,3000,08/02/2022 18:05:00,08/02/2022 18:20:00,,1200,New,Counter,CASH,08/02/2022 18:15:53,08/02/2022 18:14:52,08/02/2022 18:15:18,N/A,08/02/2022 18:16:03,08/02/2022 18:15:57,N/A,N/A,08/02/2022 18:16:07,,,,,,2,N/A
124,Disposed,FSM-BLS-2022-02-08-000357,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/02/2022 04:33:00,09/02/2022 04:49:00,,650,New,Counter,CASH,08/02/2022 17:31:55,08/02/2022 17:30:58,08/02/2022 17:31:17,N/A,08/02/2022 18:05:36,08/02/2022 18:05:31,N/A,N/A,08/02/2022 18:05:41,,,,,,2,N/A
125,Disposed,FSM-BLS-2022-02-08-000356,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Nalamganj,Balasore,Punjab,,Telephone,Green circle Environment Pvt. Ltd,,,No,OD 01N 8771,TATA LPT709/34,3000,3000,3000,08/02/2022 16:43:00,08/02/2022 16:59:00,,1200,New,Counter,CASH,08/02/2022 17:30:17,08/02/2022 17:30:17,08/02/2022 17:30:39,N/A,08/02/2022 18:05:08,08/02/2022 18:04:58,N/A,N/A,08/02/2022 18:05:18,,,,,,2,N/A
126,Disposed,FSM-BLS-2022-02-07-000352,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,08/02/2022 16:51:00,08/02/2022 17:12:00,,1200,New,Counter,CASH,07/02/2022 21:44:44,07/02/2022 21:44:48,07/02/2022 21:45:19,N/A,07/02/2022 21:48:36,07/02/2022 21:48:29,N/A,N/A,07/02/2022 21:48:40,,,,,,2,N/A
127,Disposed,FSM-BLS-2022-02-08-000358,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,08/02/2022 17:35:00,08/02/2022 17:51:00,,1200,New,Counter,CASH,08/02/2022 17:51:18,08/02/2022 17:50:21,08/02/2022 17:51:07,N/A,08/02/2022 18:02:40,08/02/2022 17:52:33,N/A,N/A,08/02/2022 18:12:27,,,,,,2,N/A
128,Disposed,FSM-BLS-2022-02-08-000361,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,08/02/2022 19:37:00,08/02/2022 19:54:00,,650,New,Counter,CASH,08/02/2022 23:37:59,08/02/2022 23:37:54,08/02/2022 23:38:26,N/A,08/02/2022 23:54:22,08/02/2022 23:54:10,N/A,N/A,08/02/2022 23:59:17,,,,,,2,N/A
129,Disposed,FSM-BLS-2022-02-08-000363,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,08/02/2022 21:52:00,08/02/2022 22:17:00,,650,New,Counter,CASH,08/02/2022 23:47:11,08/02/2022 23:47:11,08/02/2022 23:48:00,N/A,08/02/2022 23:59:56,08/02/2022 23:59:50,N/A,N/A,09/02/2022 00:11:38,,,,,,2,N/A
130,Scheduled,FSM-DKN-2022-02-08-000355,DSO Inprogress,Residential,Independent house,Septic tank with soak pit,N/A,N/A,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Online,Dharitri ALF,,,No,OD -06E- 9507,,3000,0,0,N/A,N/A,,1000,New,Counter,CASH,08/02/2022 15:46:04,09/02/2022 16:54:19,09/02/2022 16:54:37,N/A,09/02/2022 16:55:33,09/02/2022 16:55:17,N/A,N/A,N/A,,,,,,2,N/A
131,Disposed,FSM-BLS-2022-02-10-000376,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,10/02/2022 16:34:00,10/02/2022 16:49:00,,650,New,Counter,CASH,10/02/2022 18:30:05,10/02/2022 18:30:05,10/02/2022 18:30:33,N/A,10/02/2022 18:33:06,10/02/2022 18:32:50,N/A,N/A,10/02/2022 18:33:12,,,,,,2,N/A
132,Disposed,FSM-BLS-2022-02-10-000377,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,10/02/2022 17:41:00,10/02/2022 18:04:00,,650,New,Counter,CASH,10/02/2022 18:31:52,10/02/2022 18:31:52,10/02/2022 18:32:25,N/A,10/02/2022 18:33:37,10/02/2022 18:33:31,N/A,N/A,10/02/2022 18:38:58,,,,,,2,N/A
133,Disposed,FSM-BLS-2022-02-10-000379,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,10/02/2022 18:37:00,10/02/2022 18:51:00,,650,New,Counter,CASH,10/02/2022 20:18:07,10/02/2022 20:18:08,10/02/2022 20:18:31,N/A,10/02/2022 20:19:16,10/02/2022 20:19:10,N/A,N/A,10/02/2022 20:19:20,,,,,,2,N/A
134,Disposed,FSM-BLS-2022-02-12-000395,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Angargadia(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,12/02/2022 17:36:00,12/02/2022 17:51:00,,650,New,Counter,CASH,12/02/2022 18:37:27,12/02/2022 18:36:50,12/02/2022 18:37:15,N/A,12/02/2022 18:39:56,12/02/2022 18:39:51,N/A,N/A,12/02/2022 18:45:30,,,,,,2,N/A
135,Disposed,FSM-BLS-2022-02-11-000384,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Green circle Environment Pvt. Ltd,,,No,OD 01N 8771,TATA LPT709/34,3000,3000,3000,11/02/2022 16:46:00,11/02/2022 17:15:00,,1200,New,Counter,CASH,11/02/2022 18:42:49,11/02/2022 18:42:46,11/02/2022 18:43:06,N/A,11/02/2022 18:44:52,11/02/2022 18:44:45,N/A,N/A,11/02/2022 18:44:57,,,,,,2,N/A
136,Disposed,FSM-BLS-2022-02-11-000383,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Barabati,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,11/02/2022 16:32:00,11/02/2022 16:47:00,,650,New,Counter,CASH,11/02/2022 18:40:17,11/02/2022 18:40:15,11/02/2022 18:40:45,N/A,11/02/2022 18:44:27,11/02/2022 18:44:21,N/A,N/A,11/02/2022 18:44:34,,,,,,2,N/A
137,Disposed,FSM-BLS-2022-02-11-000382,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,11/02/2022 16:25:00,11/02/2022 16:52:00,,1200,New,Counter,CASH,11/02/2022 18:38:03,11/02/2022 18:38:05,11/02/2022 18:38:27,N/A,11/02/2022 18:44:05,11/02/2022 18:43:52,N/A,N/A,11/02/2022 18:44:10,,,,,,2,N/A
138,Disposed,FSM-BLS-2022-02-11-000392,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Green circle Environment Pvt. Ltd,,,No,OD 01N 8771,TATA LPT709/34,3000,3000,3000,11/02/2022 21:34:00,11/02/2022 21:54:00,,1200,New,Counter,CASH,11/02/2022 22:26:18,11/02/2022 22:26:11,11/02/2022 22:26:31,N/A,11/02/2022 22:28:00,11/02/2022 22:27:53,N/A,N/A,11/02/2022 22:28:04,,,,,,2,N/A
139,Disposed,FSM-BLS-2022-02-11-000386,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Barabati,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,11/02/2022 19:22:00,11/02/2022 19:34:00,,650,New,Counter,CASH,11/02/2022 19:31:51,11/02/2022 19:31:45,11/02/2022 19:32:09,N/A,11/02/2022 19:33:18,11/02/2022 19:33:13,N/A,N/A,11/02/2022 19:33:22,,,,,,2,N/A
140,Disposed,FSM-BLS-2022-02-11-000385,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,11/02/2022 19:15:00,11/02/2022 19:34:00,,1200,New,Counter,CASH,11/02/2022 19:29:35,11/02/2022 19:29:33,11/02/2022 19:30:43,N/A,11/02/2022 19:32:50,11/02/2022 19:32:40,N/A,N/A,11/02/2022 19:32:57,,,,,,2,N/A
141,Disposed,FSM-BLS-2022-02-11-000390,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Barabati,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,11/02/2022 21:52:00,11/02/2022 22:06:00,,650,New,Counter,CASH,11/02/2022 21:50:52,11/02/2022 21:50:47,11/02/2022 21:51:07,N/A,11/02/2022 22:27:28,11/02/2022 22:27:22,N/A,N/A,11/02/2022 22:27:37,,,,,,2,N/A
142,Disposed,FSM-BLS-2022-02-11-000389,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,11/02/2022 21:30:00,11/02/2022 21:49:00,,1200,New,Counter,CASH,11/02/2022 21:24:06,11/02/2022 21:24:03,11/02/2022 21:25:12,N/A,11/02/2022 22:27:05,11/02/2022 22:26:57,N/A,N/A,11/02/2022 22:27:12,,,,,,2,N/A
143,Disposed,FSM-BLS-2022-02-11-000388,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Green circle Environment Pvt. Ltd,,,No,OD 01N 8771,TATA LPT709/34,3000,3000,3000,11/02/2022 19:37:00,11/02/2022 19:51:00,,1200,New,Counter,CASH,11/02/2022 19:45:35,11/02/2022 19:45:30,11/02/2022 19:45:48,N/A,11/02/2022 19:46:29,11/02/2022 19:46:23,N/A,N/A,11/02/2022 19:46:33,,,,,,2,N/A
144,Disposed,FSM-BLS-2022-02-11-000387,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Barabati,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,11/02/2022 20:46:00,11/02/2022 21:06:00,,650,New,Counter,CASH,11/02/2022 19:38:32,11/02/2022 19:38:29,11/02/2022 19:38:59,N/A,11/02/2022 19:46:12,11/02/2022 19:46:07,N/A,N/A,11/02/2022 19:46:16,,,,,,2,N/A
145,Disposed,FSM-BLS-2022-02-12-000396,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Angargadia(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,12/02/2022 18:19:00,12/02/2022 18:38:00,,650,New,Counter,CASH,12/02/2022 18:38:42,12/02/2022 18:38:03,12/02/2022 18:38:16,N/A,12/02/2022 18:40:19,12/02/2022 18:40:11,N/A,N/A,12/02/2022 18:49:49,,,,,,2,N/A
146,Disposed,FSM-BLS-2022-02-12-000393,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Mansinghabazar(P),Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,12/02/2022 17:34:00,12/02/2022 17:51:00,,1200,New,Counter,CASH,12/02/2022 18:33:10,12/02/2022 18:33:15,12/02/2022 18:33:35,N/A,12/02/2022 18:39:38,12/02/2022 18:38:55,N/A,N/A,12/02/2022 18:39:42,,,,,,2,N/A
147,Disposed,FSM-BLS-2022-02-12-000394,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Angargadia(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,12/02/2022 16:23:00,12/02/2022 16:45:00,,650,New,Counter,CASH,12/02/2022 18:35:55,12/02/2022 18:35:57,12/02/2022 18:36:12,N/A,12/02/2022 18:39:25,12/02/2022 18:39:20,N/A,N/A,12/02/2022 18:39:28,,,,,,2,N/A
148,Disposed,FSM-BLS-2022-02-12-000398,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,12/02/2022 20:16:00,12/02/2022 20:31:00,,1200,New,Counter,CASH,12/02/2022 20:28:34,12/02/2022 20:27:52,12/02/2022 20:28:14,N/A,12/02/2022 20:29:11,12/02/2022 20:29:05,N/A,N/A,12/02/2022 20:29:15,,,,,,2,N/A
149,Disposed,FSM-BLS-2022-02-12-000397,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Angargadia(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,12/02/2022 20:02:00,12/02/2022 20:23:00,,650,New,Counter,CASH,12/02/2022 20:25:24,12/02/2022 20:24:46,12/02/2022 20:25:37,N/A,12/02/2022 20:28:50,12/02/2022 20:28:44,N/A,N/A,12/02/2022 20:28:55,,,,,,2,N/A
